Date,Open,High,Low,Close,Adj Close,Volume
2010-01-01,59.130001,60.439999,56.750000,57.430000,44.383762,61205800
2010-02-01,57.799999,61.520000,57.360001,60.970001,47.119598,72957800
2010-03-01,61.000000,62.119999,59.639999,59.709999,46.287605,78643100
2010-04-01,59.730000,61.959999,58.610001,59.080002,45.799232,83104700
2010-05-01,59.029999,60.830002,55.000000,58.250000,45.155804,118287900
2010-06-01,58.180000,59.180000,54.689999,54.830002,42.650627,83488700
2010-07-01,54.730000,57.400002,53.410000,56.709999,44.113018,90675600
2010-08-01,57.060001,57.610001,54.049999,56.500000,43.949661,75912600
2010-09-01,56.930000,65.220001,56.759998,64.489998,50.347355,76683600
2010-10-01,64.919998,65.459999,61.900002,62.770000,49.004543,86190200
2010-11-01,63.049999,68.000000,62.709999,67.610001,52.953609,70219900
2010-12-01,68.209999,73.160004,68.010002,72.209999,56.556442,69379200
2011-01-01,72.750000,73.699997,70.010002,71.839996,56.266636,51344400
2011-02-01,72.220001,75.480003,70.540001,74.790001,58.577152,41166300
2011-03-01,75.110001,75.389999,69.540001,73.320000,57.583630,61283600
2011-04-01,73.160004,81.500000,73.139999,80.889999,63.528877,51728400
2011-05-01,81.209999,83.949997,79.139999,82.480003,64.777649,48334900
2011-06-01,82.339996,82.510002,77.309998,81.239998,63.990543,51884700
2011-07-01,81.500000,83.449997,77.190002,78.250000,61.635399,36468100
2011-08-01,79.320000,79.349998,70.220001,78.540001,61.863827,83484600
2011-09-01,78.980003,86.339996,76.589996,82.129997,64.896988,58581700
2011-10-01,81.720001,86.139999,78.410004,83.250000,65.781975,61642600
2011-11-01,82.370003,85.820000,80.300003,85.300003,67.401840,46929900
2011-12-01,85.000000,88.680000,81.849998,83.320000,66.025558,48945600
2012-01-01,84.279999,85.080002,78.809998,82.269997,65.193512,51275200
2012-02-01,82.919998,87.199997,82.779999,86.059998,68.196838,44535200
2012-03-01,86.540001,91.779999,85.690002,90.800003,72.157761,44799200
2012-04-01,90.940002,92.099998,86.029999,88.180000,70.075676,43518200
2012-05-01,86.910004,88.000000,81.980003,86.389999,68.653198,59100800
2012-06-01,86.000000,95.110001,85.169998,95.000000,75.745262,49076200
2012-07-01,95.000000,97.760002,93.110001,96.180000,76.686104,34993500
2012-08-01,96.430000,99.279999,94.389999,97.870003,78.033592,31041300
2012-09-01,97.790001,103.510002,97.070000,100.160004,80.089363,31903500
2012-10-01,100.629997,104.430000,93.839996,98.430000,78.706024,69043500
2012-11-01,98.589996,104.500000,93.510002,103.919998,83.095901,62802000
2012-12-01,104.820000,105.970001,96.510002,98.730003,79.173431,64890300
2013-01-01,100.599998,103.529999,99.699997,102.339996,87.874092,42633600
2013-02-01,102.889999,104.349998,98.949997,101.290001,86.972527,41548000
2013-03-01,100.820000,107.059998,100.260002,106.110001,91.354401,43804300
2013-04-01,106.000000,109.750000,103.199997,108.430000,93.351776,40330300
2013-05-01,108.129997,115.769997,107.720001,109.629997,94.384903,40045500
2013-06-01,109.919998,112.589996,107.379997,110.570000,95.459854,34143100
2013-07-01,111.550003,119.389999,110.059998,117.419998,101.373741,30468900
2013-08-01,118.070000,120.199997,110.190002,111.870003,96.582207,31715100
2013-09-01,112.809998,119.470001,111.349998,115.169998,99.689819,33037000
2013-10-01,115.110001,118.989998,110.150002,118.000000,102.139442,42905200
2013-11-01,118.709999,126.120003,118.550003,125.430000,108.570755,31793400
2013-12-01,125.660004,125.690002,115.849998,119.019997,103.283821,43396100
2014-01-01,118.709999,119.300003,111.129997,112.360001,97.504372,54683000
2014-02-01,112.959999,117.470001,109.500000,116.800003,101.357323,41383300
2014-03-01,116.220001,117.070000,111.150002,111.680000,97.176262,54850200
2014-04-01,112.209999,116.610001,110.360001,115.680000,100.656799,51977100
2014-05-01,115.680000,116.910004,111.610001,116.019997,100.952621,40532600
2014-06-01,115.839996,118.849998,114.510002,115.160004,100.511162,33693000
2014-07-01,115.540001,119.599998,114.900002,117.540001,102.588387,39082200
2014-08-01,117.800003,122.059998,117.110001,121.080002,105.998444,32829300
2014-09-01,121.000000,127.779999,120.900002,125.320000,109.710320,39512400
2014-10-01,125.250000,134.500000,122.050003,133.369995,116.757637,56709800
2014-11-01,133.820007,142.970001,133.369995,142.119995,124.417770,33458700
2014-12-01,143.320007,146.820007,136.550003,141.750000,124.416084,46520400
2015-01-01,141.869995,146.100006,138.220001,142.990005,125.504517,42037000
2015-02-01,144.000000,156.850006,140.130005,146.960007,128.988983,62314000
2015-03-01,147.320007,154.229996,145.779999,151.500000,137.709122,48746100
2015-04-01,151.830002,152.949997,142.539993,143.050003,130.028305,39579200
2015-05-01,143.460007,147.559998,141.529999,142.589996,129.964737,40758600
2015-06-01,143.050003,143.250000,134.729996,135.059998,123.101463,43415400
2015-07-01,135.789993,147.000000,135.059998,145.300003,132.434784,40333900
2015-08-01,145.779999,147.589996,117.029999,140.050003,127.649628,43378800
2015-09-01,137.580002,146.899994,137.500000,144.570007,132.131714,39105000
2015-10-01,144.850006,159.399994,142.190002,158.119995,144.515884,46356600
2015-11-01,158.990005,164.470001,153.229996,161.419998,147.531982,39892100
2015-12-01,162.020004,169.729996,157.330002,161.500000,147.986633,54513100
2016-01-01,159.809998,161.229996,144.910004,151.119995,138.475143,48510000
2016-02-01,150.839996,154.880005,141.619995,150.029999,137.476395,54382400
2016-03-01,150.399994,159.800003,147.100006,157.580002,144.786102,51290800
2016-04-01,157.869995,159.089996,147.460007,148.130005,136.103333,42835300
2016-05-01,148.759995,153.880005,138.570007,148.770004,137.095642,69436400
2016-06-01,150.500000,158.789993,148.550003,157.039993,144.716690,55950500
2016-07-01,157.190002,168.820007,154.669998,167.220001,154.097839,43086800
2016-08-01,167.149994,169.589996,161.149994,162.089996,149.370392,34033800
2016-09-01,159.000000,159.279999,147.199997,152.509995,140.919937,60766000
2016-10-01,152.220001,152.320007,147.100006,147.869995,136.632553,46455900
2016-11-01,148.479996,153.419998,142.110001,150.110001,138.702332,51222600
2016-12-01,150.110001,164.949997,150.110001,160.110001,148.397690,48204500
2017-01-01,160.649994,164.800003,158.509995,163.949997,151.956802,36710400
2017-02-01,163.839996,177.869995,161.809998,177.179993,164.219040,48179100
2017-03-01,177.369995,178.710007,164.100006,167.690002,155.841858,58812800
2017-04-01,167.740005,178.270004,166.110001,177.520004,164.977310,36641800
2017-05-01,178.500000,183.179993,169.059998,180.429993,167.681686,53726300
2017-06-01,180.809998,182.720001,156.559998,159.929993,155.086182,110663000
2017-07-01,160.210007,161.350006,150.000000,158.509995,153.709213,93217800
2017-08-01,159.100006,162.350006,150.059998,156.740005,151.992813,78721800
2017-09-01,157.589996,165.320007,155.029999,164.289993,159.823517,50198600
2017-10-01,164.919998,167.289993,154.110001,161.080002,156.700775,89106400
2017-11-01,161.970001,184.899994,161.289993,184.429993,179.416000,57900700
2017-12-01,183.259995,195.350006,181.130005,186.119995,181.597305,60835900
2018-01-01,187.229996,199.880005,183.880005,194.869995,190.134689,57501400
2018-02-01,193.410004,195.520004,175.789993,190.899994,186.261124,43370500
