Date,Open,High,Low,Close,Adj Close,Volume
2010-01-01,32.500000,32.750000,28.709999,29.549999,25.738926,232174700
2010-02-01,29.600000,31.520000,28.990000,31.240000,27.210964,230552400
2010-03-01,31.400000,35.599998,31.340000,34.910000,30.407646,306740800
2010-04-01,35.070000,37.490002,35.009998,36.840000,32.088741,237911900
2010-05-01,36.950001,37.980000,31.000000,33.419998,29.109810,381609800
2010-06-01,33.060001,35.830002,31.360001,31.500000,27.437429,288582900
2010-07-01,31.469999,34.799999,30.719999,33.689999,29.344988,227267000
2010-08-01,34.139999,35.410000,31.549999,32.540001,28.343300,225905800
2010-09-01,33.000000,34.990002,32.680000,33.099998,28.831081,214082100
2010-10-01,33.299999,36.520000,33.080002,36.130001,31.470297,235383500
2010-11-01,36.209999,38.000000,35.150002,36.509998,31.801287,277550300
2010-12-01,37.150002,37.990002,36.509998,37.509998,32.672321,157233100
2011-01-01,37.740002,40.000000,37.619999,38.869999,34.227242,196560600
2011-02-01,39.040001,44.049999,39.040001,43.740002,38.515556,248538800
2011-03-01,43.630001,44.340000,40.419998,43.090000,37.943199,213021500
2011-04-01,43.230000,43.380001,40.459999,43.099998,37.952000,147489900
2011-05-01,43.470001,44.130001,40.549999,41.630001,36.657589,219206400
2011-06-01,41.529999,41.590000,37.189999,39.040001,34.376938,235019900
2011-07-01,39.150002,40.970001,38.459999,38.619999,34.007111,217774800
2011-08-01,38.730000,38.750000,29.600000,34.060001,29.991772,491399200
2011-09-01,34.090000,34.330002,29.049999,30.160000,26.557594,278302800
2011-10-01,30.030001,36.599998,28.190001,34.880001,30.713825,237605600
2011-11-01,34.430000,37.419998,33.279999,35.849998,31.567965,302233800
2011-12-01,36.029999,37.799999,34.509998,37.500000,33.020885,191766800
2012-01-01,37.970001,40.250000,37.939999,38.900002,34.828869,211135700
2012-02-01,39.250000,42.369999,38.560001,41.990002,37.595486,202164000
2012-03-01,42.130001,44.500000,41.700001,43.779999,39.198147,190630500
2012-04-01,43.590000,44.000000,40.880001,43.110001,38.598274,136072000
2012-05-01,43.180000,46.099998,42.840000,45.709999,40.926159,235329800
2012-06-01,45.150002,48.950001,44.139999,48.500000,43.424168,202963900
2012-07-01,48.619999,50.540001,46.849998,49.139999,43.997189,177535700
2012-08-01,49.330002,50.650002,48.130001,49.470001,44.292660,175338200
2012-09-01,49.520000,53.400002,49.230000,52.279999,46.808563,162824600
2012-10-01,52.310001,53.150002,48.799999,49.119999,43.979282,159711500
2012-11-01,49.279999,50.990002,46.529999,49.660000,44.462772,218866700
2012-12-01,49.770000,51.060001,48.549999,49.790001,44.579163,159328600
2013-01-01,50.799999,54.869999,50.180000,53.880001,48.981926,186436300
2013-02-01,54.180000,55.950001,53.410000,54.590000,49.627380,183387500
2013-03-01,54.310001,57.820000,54.299999,56.799999,51.636471,135853800
2013-04-01,56.889999,63.250000,56.150002,62.840000,57.127399,181634900
2013-05-01,62.880001,67.889999,62.799999,63.080002,57.345581,202249600
2013-06-01,63.060001,65.550003,61.820000,63.150002,57.409218,151203100
2013-07-01,63.840000,67.360001,62.570000,64.650002,58.772854,132449900
2013-08-01,65.160004,67.160004,60.410000,60.830002,55.300121,161728900
2013-09-01,61.419998,67.650002,60.520000,64.489998,58.627392,207271000
2013-10-01,64.370003,69.870003,63.099998,68.589996,62.354687,149885600
2013-11-01,68.709999,71.690002,66.720001,70.540001,64.127411,127300800
2013-12-01,70.790001,76.540001,68.800003,76.400002,69.454697,139787700
2014-01-01,76.040001,76.839996,71.120003,72.610001,66.824158,144225600
2014-02-01,72.660004,81.589996,69.849998,80.809998,74.370750,159959800
2014-03-01,80.300003,83.650002,77.279999,80.070000,73.689720,147818100
2014-04-01,80.389999,82.849998,76.309998,79.339996,73.017899,141470400
2014-05-01,79.349998,84.389999,79.209999,84.010002,77.315765,135289000
2014-06-01,84.269997,86.070000,81.800003,85.739998,78.907913,129981800
2014-07-01,85.809998,87.629997,84.870003,85.879997,79.036758,120676600
2014-08-01,85.389999,91.139999,85.209999,89.879997,82.718010,119719000
2014-09-01,90.180000,91.199997,87.360001,89.029999,81.935745,112146900
2014-10-01,89.080002,91.980003,78.540001,91.379997,84.098503,196405200
2014-11-01,91.239998,92.959999,88.650002,92.510002,85.138458,129883200
2014-12-01,92.629997,95.930000,90.129997,94.190002,86.684593,145232700
