Date,Open,High,Low,Close,Adj Close,Volume
2010-01-01,28.410000,28.730000,25.059999,25.360001,14.211266,729998800
2010-02-01,25.670000,25.840000,24.610001,24.809999,14.111450,578886600
2010-03-01,24.910000,26.570000,24.709999,25.840000,14.697299,590401700
2010-04-01,26.049999,26.750000,25.480000,26.059999,14.822426,640885700
2010-05-01,26.240000,26.430000,23.780001,24.299999,14.045590,746316700
2010-06-01,24.270000,25.660000,24.030001,24.190001,13.982006,674250300
2010-07-01,24.260000,26.410000,23.879999,25.940001,14.993522,617312000
2010-08-01,26.500000,27.389999,26.200001,27.030001,15.897083,609417100
2010-09-01,27.240000,29.150000,27.059999,28.600000,16.820438,514857600
2010-10-01,28.850000,29.430000,27.860001,28.520000,16.773388,522207600
2010-11-01,28.830000,29.490000,27.490000,27.790001,16.581249,435126100
2010-12-01,28.120001,29.559999,28.030001,29.379999,17.529942,459726000
2011-01-01,29.680000,30.100000,27.200001,27.520000,16.420155,693889800
2011-02-01,27.920000,28.590000,27.559999,28.379999,17.179688,442158800
2011-03-01,28.450001,30.969999,27.270000,30.610001,18.529608,820979500
2011-04-01,30.870001,31.820000,29.910000,31.120001,18.838337,592424500
2011-05-01,31.600000,31.940001,30.900000,31.559999,19.376080,465616200
2011-06-01,31.430000,31.580000,30.110001,31.410000,19.283981,483674000
2011-07-01,31.420000,31.780001,28.770000,29.260000,17.964003,482818300
2011-08-01,30.059999,30.080000,27.330000,28.480000,17.726109,942937600
2011-09-01,28.590000,29.180000,27.290001,28.520000,17.751005,790385600
2011-10-01,28.639999,29.799999,27.549999,29.309999,18.242701,559009100
2011-11-01,29.030001,29.549999,27.410000,28.980000,18.315510,495011600
2011-12-01,28.930000,30.299999,28.510000,30.240000,19.111830,507085200
2012-01-01,30.459999,30.680000,29.020000,29.410000,18.587271,598734600
2012-02-01,29.910000,30.639999,29.580000,30.590000,19.616966,475436400
2012-03-01,30.540001,31.969999,30.440001,31.230000,20.027384,684160200
2012-04-01,31.280001,32.950001,29.950001,32.910000,21.104750,493379500
2012-05-01,32.930000,34.410000,32.470001,34.169998,22.222492,592937500
2012-06-01,34.099998,36.000000,33.779999,35.660000,23.191517,696778300
2012-07-01,35.700001,38.110001,34.240002,37.919998,24.661304,549411700
2012-08-01,38.139999,38.279999,36.430000,36.639999,24.125620,480850300
2012-09-01,36.580002,38.580002,36.540001,37.700001,24.823580,503306500
2012-10-01,37.630001,38.430000,33.000000,34.590000,22.775799,555546200
2012-11-01,34.840000,35.380001,32.709999,34.130001,22.733809,579795500
2012-12-01,34.230000,34.689999,33.099998,33.709999,22.454048,489829700
2013-01-01,34.389999,35.500000,32.759998,34.790001,23.173435,587300900
2013-02-01,35.160000,36.250000,35.000000,35.910000,24.227526,462409500
2013-03-01,35.689999,36.869999,35.630001,36.689999,24.753767,463199400
2013-04-01,36.709999,39.000000,36.630001,37.459999,25.273268,675237900
2013-05-01,37.459999,37.970001,34.980000,34.990002,23.889580,453516300
2013-06-01,34.990002,36.389999,34.099998,35.400002,24.169514,646004600
2013-07-01,35.400002,36.310001,34.930000,35.270000,24.080751,416285700
2013-08-01,35.650002,35.849998,33.189999,33.830002,23.391365,413327000
2013-09-01,34.009998,35.009998,33.209999,33.820000,23.384447,417438100
2013-10-01,33.790001,36.490002,33.090000,36.200001,25.030071,669464500
2013-11-01,36.500000,36.799999,34.560001,35.209999,24.672091,394306900
2013-12-01,35.180000,35.299999,33.599998,35.160000,24.637060,434511200
2014-01-01,35.240002,35.290001,32.009998,33.320000,23.347740,621799500
2014-02-01,33.320000,33.500000,31.740000,31.930000,22.672159,609197800
2014-03-01,31.799999,35.500000,31.760000,35.070000,24.901735,653901300
2014-04-01,35.009998,36.410000,34.320000,35.700001,25.349079,607424800
2014-05-01,35.750000,36.860001,35.000000,35.470001,25.516491,538690500
2014-06-01,35.500000,35.750000,34.619999,35.360001,25.437359,402529100
2014-07-01,35.230000,37.480000,35.029999,35.590000,25.602816,518705600
2014-08-01,35.779999,35.820000,34.169998,34.959999,25.474937,379738900
2014-09-01,34.930000,35.549999,34.360001,35.240002,25.678972,343246700
2014-10-01,35.090000,36.160000,33.099998,34.840000,25.387495,606451800
2014-11-01,34.970001,36.150002,34.220001,35.380001,26.121086,364250300
2014-12-01,35.279999,35.369999,32.070000,33.590000,24.799520,576080000
2015-01-01,33.590000,34.230000,32.410000,32.919998,24.304863,594245600
2015-02-01,33.310001,35.070000,32.799999,34.560001,25.877657,443615800
2015-03-01,34.560001,34.650002,32.520000,32.650002,24.447504,576704000
2015-04-01,32.619999,35.230000,32.369999,34.639999,25.937561,608103800
2015-05-01,34.560001,35.220001,33.029999,34.540001,26.234520,637840200
2015-06-01,34.529999,36.450001,34.240002,35.520000,26.978874,739956600
2015-07-01,35.590000,35.930000,33.860001,34.740002,26.386435,757505600
2015-08-01,34.950001,35.020000,30.969999,33.439999,25.737200,822809400
2015-09-01,32.599998,33.500000,31.850000,32.580002,25.075296,558371900
2015-10-01,32.480000,34.740002,32.169998,33.509998,25.791077,560372500
2015-11-01,33.689999,33.779999,32.220001,33.669998,26.285101,379389800
2015-12-01,33.779999,34.990002,33.009998,34.410000,26.862793,540331000
2016-01-01,34.080002,36.060001,33.410000,36.060001,28.150904,677721800
2016-02-01,36.040001,37.500000,35.790001,36.950001,29.251614,577261900
2016-03-01,37.099998,39.720001,37.060001,39.169998,31.009079,508161600
2016-04-01,38.669998,39.360001,37.730000,38.820000,30.732004,452326800
2016-05-01,38.869999,39.669998,37.770000,39.150002,31.377563,385780800
2016-06-01,39.099998,43.419998,38.580002,43.209999,34.631527,521848300
2016-07-01,43.209999,43.889999,41.700001,43.290001,34.695644,411549900
2016-08-01,43.250000,43.500000,40.549999,40.880001,33.130959,414250100
2016-09-01,40.849998,41.700001,39.549999,40.610001,32.912136,447600600
2016-10-01,40.619999,41.040001,36.270000,36.790001,29.816240,624136800
2016-11-01,36.970001,39.669998,36.099998,38.630001,31.688675,500550600
2016-12-01,38.630001,42.840000,38.160000,40.380001,33.124222,465061400
2017-01-01,42.689999,43.029999,40.240002,42.160000,34.584377,460664600
2017-02-01,42.279999,42.459999,40.410000,41.790001,34.679291,372485800
2017-03-01,41.779999,42.700001,41.259998,41.549999,34.480122,380077200
2017-04-01,41.599998,41.770000,39.520000,39.630001,32.886818,410751100
