Date,AAL,BAC,DAL,S&P500,WFC,JNJ,KO,MCD,PFE,SBUX,T,WMT,TMUS,COST,NFLX,DIS,CVX,XOM,CL,PG,PEP
2018-10-01,34.426765,26.385303000000004,52.58763100000001,2711.73999,49.228424,133.507721,45.234097,169.475006,40.381504,56.30843,27.580166,96.89904,68.550003,224.880341,301.7799990000001,112.570404,103.505386,72.79819499999998,56.99684499999999,84.430511,106.727371
2018-11-01,39.412163,27.248822999999998,58.33355699999999,2760.169922,50.199490000000004,140.097733,47.614838,180.597702,43.354313,64.47397600000001,28.501369,94.357727,68.449997,227.486893,286.130005,113.217415,110.26358799999998,72.63374300000002,61.201111,90.776466,115.806511
2018-12-01,31.599045,23.641232000000002,48.247982,2506.850098,42.960701,123.858055,45.087116,171.166,41.250687,62.566204000000006,26.038063,90.009438,63.610001,200.845337,267.660004,107.49233999999998,101.839668,62.932121,57.347137,88.288788,104.922935
2019-01-01,35.200806,27.468643,47.793545,2704.100098,45.599129,127.725929,45.82983400000001,172.332367,40.116646,66.19970699999999,27.424812,93.104393,69.620003,211.611755,339.5,110.173546,107.325279,67.629639,62.318764,92.659035,107.852425
2019-02-01,35.063038,28.057190000000002,47.938583,2784.48999,46.934441,131.142685,43.173176,177.209885,41.324966,68.259346,28.862473,96.174522,72.209999,215.663971,358.100006,111.477608,111.940331,72.936279,63.893799,95.405746,110.695419
2019-03-01,31.339823,26.755503000000004,50.28907,2834.399902,45.457451,135.055756,44.620537,184.216766,40.486073,72.60009000000002,29.085062,94.756042,69.099998,239.379715,356.559998,109.689461,116.469475,75.39769,66.483688,100.73027,118.26123
2019-04-01,33.727802000000004,29.655065999999998,56.754112,2945.830078,45.542122,136.418015,47.123215,191.657211,38.71295900000001,75.861923,28.714079,100.452637,72.989998,242.731079,370.540009,135.316269,113.519432,74.912453,70.606186,103.082748,123.568748
2019-05-01,26.869754999999998,25.795446,50.143024,2752.060059,41.741455,126.708397,47.190449,192.336258,39.580452,74.279823,28.815361,99.085136,73.440002,236.848907,343.2799990000001,130.445786,107.647743,66.038292,67.95452900000001,100.329865,123.5205
2019-06-01,32.271446000000005,28.122856,55.588467,2941.76001,44.947037,135.483795,48.909779,202.624939,41.66262800000001,82.247772,31.576281,108.49836,74.139999,261.953094,367.320007,137.954025,118.818474,72.326134,69.95548199999999,106.900871,126.54097
2019-07-01,30.193246999999996,29.912806,59.790661,2980.3798829999996,45.98238,126.670731,50.946903000000006,205.610748,37.354031,92.902794,32.085121,108.390343,79.730003,273.223846,322.98999,141.28333999999995,117.548546,70.183624,70.023811,115.080521,124.240173
2019-08-01,26.036852,26.822077,57.03965,2926.459961,44.23464600000001,124.86142,53.279835,212.684952,34.189899,94.737495,33.72752,112.200409,78.050003,292.186859,293.75,136.44253500000002,112.402039,64.633873,72.79633299999998,117.974602,132.911026
2019-09-01,26.78388,28.44056500000001,56.783333,2976.73999,48.44997,126.796684,52.69902,210.611786,34.878646999999994,87.079948,36.195385,117.114395,78.769997,286.226624,267.619995,129.543869,114.406403,67.472893,72.168015,122.046753,133.270691
2019-10-01,29.852553999999998,30.688996999999997,54.299065,3037.560059,49.593021,129.403564,53.074566,192.945541,37.24725,83.27845,36.817135,115.713135,82.660004,295.167816,287.410004,129.146255,112.033386,64.567955,67.347649,122.174316,134.260178
2019-11-01,28.541664,32.700905,56.917168000000004,3140.97998,52.311367,134.744766,52.070221,190.767914,37.39286,84.135269,36.248623,117.51899,78.550003,298.497253,314.660004,150.67726100000004,112.988373,65.103073,67.003723,120.535347,132.948608
2019-12-01,28.574403999999998,34.565609,58.079147,3230.780029,52.171978,143.947876,54.374809,195.080414,38.401119,87.020363,37.897167,117.272278,78.41999799999998,292.633057,323.570007,143.768646,117.394318,67.483917,68.011444,123.339874,133.770782
